Location,Maker,Model,Year,Colour,Amount (Million Naira),Type,Distance
Lagos,Honda,Pilot,2012,Black,7.31,nigerian used,28980.0
Lagos,Toyota,Sienna,2005,Gray,3.6,foreign used,120624.0
Lagos,Lexus,GX 460,2008,Gray,14.2,foreign used,72366.0
Lagos,Land Rover,Range Rover Sport,2015,Red,23.65,foreign used,72366.0
Lagos,Lexus,GX 460 Premium,2013,Gold,17.5,foreign used,72366.0
Abuja,Toyota,Land Cruiser,2013,Black,26.0,nigerian used,71000.0
Abuja,Mercedes-Benz,C350,2008,Black,3.8,nigerian used,120066.0
Ibadan,Lexus,GS 300,2007,Burgandy,3.2,foreign used,88000.0
Abuja,Acura,MDX,2014,Silver,12.0,foreign used,72366.0
Abuja,Toyota,Camry,2016,Green,8.19,foreign used,63339.0
Ibadan,Nissan,Frontier,2000,Green,1.95,nigerian used,123457.0
Lagos,Toyota,Camry,2007,Silver,2.08,nigerian used,234297.0
Lagos,Lexus,GX,2007,Silver,2.85,nigerian used,124000.0
Lagos,Lexus,GX 460 Base,2016,Gray,23.8,foreign used,72366.0
Abuja,Mercedes-Benz,CLA-Class,2015,Black,8.0,nigerian used,112366.0
Abuja,Mercedes-Benz,GLK-Class 350 4MATIC,2014,Gray,11.0,foreign used,80000.0
Abuja,Mercedes-Benz,E350,2015,Black,5.3,nigerian used,112342.0
Abuja,Honda,Accord,2016,Gray,6.85,nigerian used,112366.0
Abuja,Lexus,GX 460,2010,Silver,8.5,foreign used,92000.0
Lagos,Mercedes-Benz,C300,2015,Black,12.5,foreign used,56041.0
Lagos,Lexus,GX 460 Premium,2013,Gray,15.7,foreign used,83000.0
Lagos,Hyundai,Sonata,2013,Blue,2.81,nigerian used,93650.0
Ibadan,Toyota,Camry,2007,Blue,2.81,nigerian used,138311.0
Abuja,Toyota,RAV4,2010,Red,6.0,foreign used,68568.0
Lagos,Mercedes-Benz,M Class ML 350 4Matic,2013,Brown,13.5,foreign used,86945.0
Lagos,Lexus,IS,2008,Black,3.55,foreign used,70000.0
Abuja,Lexus,RX,2020,White,27.0,foreign used,72366.0
Abuja,Toyota,Land Cruiser Prado 4,2020,Black,33.0,brand new,1009.0
Lagos,Lexus,GX 460 Base,2014,Silver,22.5,foreign used,72366.0
Lagos,Toyota,Camry,2011,Silver,4.05,foreign used,75404.0
Lagos,Lexus,ES 350,2011,White,5.9,foreign used,58367.0
Abuja,Toyota,Sienna,2005,Gold,4.0,foreign used,48558.0
Abuja,Mercedes-Benz,M Class ML 350 4x2,2013,Gold,14.0,foreign used,35147.0
Abuja,Lexus,RX 350,2010,Gray,8.2,nigerian used,112366.0
Lagos,Mercedes-Benz,M Class ML350 AWD 4MATIC,2009,Black,7.1,foreign used,72366.0
Abuja,Ford,Edge,2013,Black,3.94,nigerian used,153535.0
Abuja,Lexus,RX 350 FWD,2012,Black,9.15,foreign used,95000.0
Abuja,Lexus,ES 350,2010,Black,3.85,nigerian used,112366.0
Lagos,Lexus,IS 250 AWD,2006,Blue,4.4,foreign used,92000.0
Lagos,Mercedes-Benz,M Class,2006,Gray,5.8,foreign used,85634.0
Abuja,Volkswagen,Passat,2015,Gray,4.0,nigerian used,71454.0
Lagos,Lexus,ES 350,2010,Black,8.9,foreign used,72366.0
Lagos,Toyota,Camry,2000,Green,0.99,nigerian used,55000.0
Lagos,Hyundai,Elantra,2013,Black,3.26,nigerian used,98359.0
Abuja,Hyundai,Elantra SE,2010,Silver,2.7,foreign used,72366.0
Abuja,Mercedes-Benz,C43,2017,Black,25.0,foreign used,72366.0
Abuja,Toyota,Camry SE FWD (2.5L 4cyl 8AM),2018,Black,13.0,foreign used,68590.0
Lagos,Lexus,ES 350,2011,Silver,5.35,foreign used,72366.0
Lagos,Mercedes-Benz,GL-Class GL 550,2010,White,11.8,foreign used,72366.0
Lagos,Lexus,RX 450h F Sport AWD,2019,Gold,30.0,foreign used,72366.0
Abuja,Lexus,RX 330,2005,Gray,2.8,nigerian used,117584.0
Abuja,Toyota,Camry,2007,Gold,2.7,nigerian used,156588.0
Ibadan,Toyota,Corolla,2003,Gold,1.15,nigerian used,99000.0
Abuja,Mercedes-Benz,GLE-Class,2016,Black,35.0,foreign used,32278.0
Abuja,Mercedes-Benz,GLK-Class 350 4MATIC,2014,Black,11.0,foreign used,30000.0
Lagos,Lexus,ES 350,2011,Silver,5.34,foreign used,112058.0
Lagos,Lexus,RX,2004,Black,3.65,nigerian used,112366.0
Abuja,Toyota,Hilux,2020,White,59.0,foreign used,10000.0
Lagos,Honda,Accord,2005,Black,1.24,nigerian used,229049.0
Abuja,Toyota,Camry,2008,Red,2.45,nigerian used,84276.0
Ibadan,Toyota,Highlander Limited,2008,Silver,6.8,foreign used,98000.0
Abuja,BMW,X4 xDrive28i Off,2015,White,19.0,foreign used,45238.0
Abuja,Lexus,IS,2013,White,10.5,foreign used,42681.0
Lagos,Suzuki,Vitara,2019,Gray,9.9,foreign used,201.0
Abuja,Lexus,RX 350,2011,Gray,6.4,nigerian used,112366.0
Lagos,Lexus,GX 460 Luxury,2015,Black,22.95,foreign used,33585.0
Abuja,Toyota,Sequoia,2003,Gold,1.35,nigerian used,89650.0
Abuja,Toyota,Land Cruiser Prado,2012,Black,13.0,nigerian used,116396.0
Abuja,Mercedes-Benz,E550,2010,Gray,4.85,nigerian used,112366.0
Lagos,Lexus,IS 250,2008,Silver,4.2,foreign used,72366.0
Abuja,Mercedes-Benz,C300,2013,White,6.5,foreign used,72366.0
Abuja,Mercedes-Benz,C300,2017,White,13.3,foreign used,18000.0
Lagos,Toyota,Highlander Limited,2011,Silver,7.0,nigerian used,100000.0
Abuja,Toyota,Camry,2013,Silver,5.5,foreign used,25413.0
Abuja,Toyota,Sienna LE 7 Passenger,2012,White,8.55,foreign used,110852.0
Abuja,Honda,Accord 2.0i Automatic,2009,Gray,3.3,foreign used,80000.0
Abuja,Toyota,Corolla LE,2006,Gold,3.1,foreign used,72366.0
Abuja,BMW,Z4 sDrive M40i RWD,2020,White,30.0,foreign used,72366.0
Abuja,Land Rover,Range Rover Evoque,2013,Red,9.0,nigerian used,46096.0
Lagos,Toyota,4-Runner Limited V6,2005,Gold,4.7,foreign used,95442.0
Lagos,Toyota,Venza,2014,Black,5.74,nigerian used,68911.0
Abuja,Acura,ZDX Base AWD,2011,White,6.2,foreign used,72387.0
Lagos,Mercedes-Benz,M Class ML 350 4Matic,2012,Gray,11.2,foreign used,72366.0
Abuja,Lexus,RX 350L 4WD,2021,Black,28.0,foreign used,60000.0
Abuja,Mercedes-Benz,E350,2011,Gray,5.85,nigerian used,61023.0
Lagos,Lexus,ES 350,2007,Black,3.45,nigerian used,112366.0
Lagos,Lexus,ES 350,2006,Blue,4.5,foreign used,108523.0
Lagos,Toyota,4-Runner,2012,Black,13.0,foreign used,56807.0
Lagos,Lexus,GX 460,2011,Black,11.8,nigerian used,56389.0
Lagos,Lexus,GX,2012,Red,15.5,foreign used,56214.0
Lagos,Toyota,Venza AWD,2010,Gray,6.95,foreign used,72301.0
Lagos,Mercedes-Benz,GLE-Class,2016,White,15.5,nigerian used,64513.0
Abuja,Toyota,Sienna,2015,Black,8.7,foreign used,64282.0
Abuja,Mercedes-Benz,M Class ML 350 4Matic,2008,Black,5.0,nigerian used,55522.0
Abuja,Honda,Pilot,2005,Red,1.74,nigerian used,144506.0
Lagos,Acura,MDX SUV 4dr AWD (3.7 6cyl 5A),2008,Black,4.4,foreign used,71232.0
Lagos,Lexus,RX 350,2010,Black,9.2,foreign used,98750.0
Lagos,Lexus,LX 570 AWD,2019,White,68.0,foreign used,72366.0
Abuja,Toyota,Camry,2013,White,3.8,nigerian used,112366.0
Abuja,Lexus,RX,2010,Black,6.8,nigerian used,112366.0
Lagos,Toyota,Camry,2009,Red,3.4,foreign used,100858.0
Lagos,Toyota,Venza AWD,2011,Gray,7.3,foreign used,69085.0
Abuja,Mercedes-Benz,C300,2008,White,4.5,foreign used,81000.0
Lagos,Lexus,GX 470 Sport Utility,2005,White,6.2,foreign used,77224.0
Ibadan,Toyota,4-Runner SR5 2WD,2010,Red,9.5,foreign used,72366.0
Abuja,Toyota,Corolla,2013,Black,2.9,nigerian used,102588.0
Abuja,Toyota,Camry,2012,White,5.5,foreign used,72366.0
Ibadan,Nissan,Altima,2009,Black,2.03,nigerian used,224443.0
Ibadan,Nissan,Pick-Up,1992,Red,2.5,foreign used,223584.0
Abuja,Bentley,Continental,2016,White,68.5,foreign used,17272.0
Lagos,Acura,MDX SUV 4dr AWD (3.7 6cyl 5A),2008,Green,4.5,foreign used,72366.0
Abuja,Mercedes-Benz,SLK Class,2005,Silver,3.8,nigerian used,70000.0
Abuja,Toyota,Hilux,2013,White,6.85,nigerian used,112366.0
Ibadan,Mercedes-Benz,C300,2008,Red,4.7,foreign used,78000.0
Lagos,Lexus,RX,2013,White,13.2,foreign used,54345.0
Lagos,Hyundai,Sonata,2015,Silver,7.9,foreign used,80000.0
Ibadan,Mercedes-Benz,C300,2012,White,5.3,foreign used,54000.0
Lagos,Lexus,ES 350,2008,Black,5.2,foreign used,62546.0
Lagos,Lexus,RX,2009,Brown,5.95,foreign used,48078.0
Abuja,Mercedes-Benz,E350,2014,Silver,12.85,foreign used,40000.0
Ibadan,Honda,Accord,2008,Red,3.15,foreign used,360441.0
Lagos,Lexus,LX 570 AWD,2013,Black,30.0,foreign used,72366.0
Abuja,Toyota,Corolla,2010,White,3.9,foreign used,72366.0
Abuja,GAC,GS8,2018,Brown,7.05,nigerian used,42000.0
Abuja,Toyota,Camry SE FWD (2.5L 4cyl 8AM),2018,Black,12.0,foreign used,70000.0
Lagos,Mercedes-Benz,M Class ML 350 TEC 4Matic,2012,Gray,15.0,foreign used,72366.0
Abuja,Mercedes-Benz,G-Class,2013,Blue,7.0,nigerian used,125000.0
Lagos,Lexus,RX 350 AWD,2013,Gray,12.5,foreign used,72366.0
Abuja,Honda,Accord,2014,White,6.0,foreign used,75000.0
Lagos,Acura,MDX SUV 4dr AWD (3.7 6cyl 5A),2008,Silver,3.85,foreign used,56324.0
Lagos,Lexus,GS 350 Sedan,2007,Black,4.6,foreign used,72366.0
Abuja,Toyota,Highlander Limited,2010,Gray,3.35,nigerian used,104577.0
Lagos,Nissan,X-Trail 2.5 SE 4x4 Automatic,2005,Black,1.35,nigerian used,277367.0
Abuja,Mercedes-Benz,GLA 250,2015,Black,13.5,foreign used,72366.0
Lagos,Ford,Focus,2001,Silver,1.35,nigerian used,160604.0
Lagos,Toyota,Camry 2.4 XLi Automatic,2006,Gray,2.75,foreign used,105000.0
Lagos,Lexus,ES 350,2008,Blue,4.5,foreign used,72366.0
Lagos,Lexus,RX 350 2WD,2020,White,27.0,foreign used,21000.0
Abuja,Honda,Accord,2004,Silver,1.3,nigerian used,112366.0
Lagos,Nissan,Sunny,2011,Blue,1.13,nigerian used,112366.0
Lagos,Toyota,Highlander SE,2011,Black,5.0,nigerian used,112366.0
Lagos,Toyota,Sienna XLE,2001,Brown,2.65,foreign used,72366.0
Lagos,Lexus,ES 350,2010,Black,5.4,foreign used,72366.0
Ibadan,Nissan,Pick-Up,1997,White,2.7,foreign used,203437.0
Lagos,Mercedes-Benz,M Class ML 350 4Matic,2010,Black,6.7,foreign used,88000.0
Abuja,Toyota,Venza,2010,Green,8.0,foreign used,65585.0
Lagos,Lexus,ES 350,2007,Silver,4.4,foreign used,72366.0
Lagos,Toyota,Camry,2013,Gray,6.8,foreign used,72366.0
Abuja,Lexus,ES 350,2007,Gray,3.7,nigerian used,50000.0
Lagos,Lexus,GX 470 Sport Utility,2005,Black,6.5,foreign used,89753.0
Abuja,Honda,Accord Crosstour EX,2011,Gray,2.7,nigerian used,86000.0
Abuja,Chevrolet,Camaro,2018,Red,24.2,foreign used,72366.0
Abuja,Mazda,5 Touring,2010,Blue,2.95,foreign used,52352.0
Abuja,Toyota,Corolla,2010,Gray,2.9,nigerian used,87000.0
Lagos,Toyota,Camry,2007,Silver,3.95,foreign used,96124.0
Lagos,Toyota,Camry,2007,Green,3.3,foreign used,23166.0
Abuja,Lexus,LX,2019,Black,25.0,nigerian used,120655.0
Abuja,Toyota,Sienna,2005,Gold,2.3,nigerian used,112366.0
Abuja,Toyota,Highlander,2015,White,15.0,foreign used,30000.0
Abuja,Scion,iM Base,2016,Black,7.0,foreign used,72366.0
Lagos,Lexus,RX,2010,White,9.4,foreign used,50000.0
Abuja,Toyota,C-Hr,2017,Gray,15.5,foreign used,53252.0
Lagos,Toyota,4-Runner Sport Edition V6,2007,Gray,5.6,foreign used,63214.0
Lagos,Lexus,ES 350,2011,Black,5.4,foreign used,26325.0
Abuja,Toyota,Corolla,2014,Blue,3.85,nigerian used,101023.0
Abuja,Toyota,Camry,2008,Gray,2.3,nigerian used,88875.0
Abuja,Mercedes-Benz,GLK-Class 350 4MATIC,2012,Black,7.35,foreign used,72366.0
Abuja,Toyota,Camry,2012,Black,4.35,foreign used,98521.0
Abuja,Toyota,Corolla,2016,Silver,5.9,foreign used,59447.0
Lagos,Mercedes-Benz,M Class,2015,Black,16.8,foreign used,72366.0
Lagos,Mercedes-Benz,GLK-Class,2015,Black,13.5,foreign used,922382.0
Abuja,Toyota,Camry SE (2.5L 4cyl 8A),2019,Silver,13.5,foreign used,72366.0
Lagos,Lexus,ES 350,2007,Silver,4.3,foreign used,72366.0
Abuja,Acura,ILX Base FWD (2.0L 4cyl 5A),2013,Blue,7.0,foreign used,73933.0
Abuja,Toyota,Highlander Limited,2009,Silver,6.5,foreign used,65238.0
Lagos,Lexus,ES 350,2008,Red,4.6,foreign used,89000.0
Abuja,Lexus,RX,2017,Black,20.0,foreign used,65800.0
Abuja,Mercedes-Benz,E320,2003,Gold,1.45,nigerian used,170000.0
Lagos,Lexus,ES 350,2009,Gray,5.1,foreign used,51000.0
Lagos,Lexus,IS,2010,White,6.0,foreign used,72366.0
Abuja,Mercedes-Benz,GLE-Class,2016,Gray,19.5,foreign used,52522.0
Lagos,Lexus,RX 350 FWD,2012,Red,9.5,foreign used,35245.0
Abuja,Toyota,Camry,2013,Gray,5.5,foreign used,56000.0
Lagos,Toyota,4-Runner,2017,White,17.5,foreign used,51000.0
Ibadan,Mercedes-Benz,M Class ML 350 4Matic,2008,Silver,3.15,nigerian used,135000.0
Abuja,Peugeot,508,2017,Gray,9.5,nigerian used,20000.0
Lagos,Lexus,ES 350,2011,Gold,5.25,foreign used,72366.0
Lagos,Suzuki,Swift,2019,Black,9.9,foreign used,66.0
Lagos,Lexus,RX,2003,Silver,3.15,foreign used,58320.0
Ibadan,Toyota,Highlander SE,2011,Blue,6.2,foreign used,72366.0
Lagos,Toyota,4-Runner Limited,2008,Silver,5.7,foreign used,74120.0
Lagos,Mercedes-Benz,E350,2013,White,5.61,foreign used,80888.0
Abuja,Honda,Accord,2017,Black,3.8,nigerian used,112366.0
Abuja,Lexus,RX 330 4WD,2005,Blue,2.8,nigerian used,127000.0
Lagos,Hyundai,Elantra,2005,Black,1.26,foreign used,48428.0
Lagos,Toyota,Tundra Automatic,2001,White,3.7,foreign used,72366.0
Lagos,Chevrolet,Cruze 2 VCDi,2011,Black,2.14,nigerian used,125175.0
Abuja,Land Rover,Range Rover Sport HSE 4x4 (5.0L 8cyl 6A),2011,Gray,6.2,nigerian used,87695.0
Abuja,Honda,Civic,2009,Blue,2.93,foreign used,262276.0
Abuja,Toyota,Avalon,2012,Gold,6.5,foreign used,72366.0
Lagos,Nissan,Altima,2009,Gold,1.13,nigerian used,217898.0
Lagos,Mercedes-Benz,GL Class,2014,Gray,18.2,foreign used,46276.0
Ibadan,Honda,CR-V,2005,Gold,1.29,nigerian used,361423.0
Lagos,Lexus,RX,2002,Gold,3.27,foreign used,49673.0
Lagos,Ford,Edge,2013,Gray,2.81,foreign used,126077.0
Lagos,Volkswagen,Passat,2006,Gray,1.58,nigerian used,193371.0
Abuja,Lexus,IS,2011,Black,5.2,foreign used,80000.0
Lagos,Lexus,GX 460 Luxury,2014,Black,22.0,foreign used,71000.0
Abuja,Toyota,Land Cruiser Prado,2021,Black,39.0,brand new,811.0
Abuja,Toyota,Camry,2013,Gray,4.7,foreign used,72366.0
Abuja,Lincoln,MKZ,2008,Gray,3.95,foreign used,72366.0
Abuja,Toyota,Highlander XLE 4x2 V6 (3.5L 6cyl 8A),2017,Green,17.5,foreign used,55784.0
Ibadan,Toyota,RAV4 2.5 Limited,2010,Gray,4.8,foreign used,72366.0
Abuja,Mercedes-Benz,C230,2006,Black,1.65,nigerian used,98000.0
Ibadan,Toyota,Solara,2006,Green,1.85,nigerian used,112366.0
Lagos,Lexus,ES 350,2009,Red,4.7,foreign used,72366.0
Abuja,Ford,Edge,2016,Black,9.0,foreign used,72366.0
Lagos,Mercedes-Benz,M Class ML 350 4Matic,2008,Black,5.65,foreign used,83000.0
Lagos,Acura,MDX,2008,Black,4.3,foreign used,72366.0
Abuja,Toyota,Hilux,2021,White,22.5,brand new,811.0
Abuja,Toyota,FJ Cruiser Base 4x4,2008,Blue,4.5,foreign used,72366.0
Lagos,Toyota,Corolla,2012,Red,2.5,nigerian used,112366.0
Ibadan,Toyota,Camry,2007,Green,3.8,foreign used,72366.0
Abuja,Mercedes-Benz,C300,2011,Black,3.6,nigerian used,89000.0
Lagos,Toyota,RAV4 3.5 Sport,2011,Gray,6.0,foreign used,65000.0
Abuja,Land Rover,Range Rover,2021,Black,230.0,brand new,50.0
Abuja,Toyota,Land Cruiser Prado,2015,Black,16.5,nigerian used,112366.0
Lagos,Lexus,RX 350,2008,Gray,3.8,nigerian used,112366.0
Lagos,Toyota,Sienna LE AWD,2005,Gold,2.8,foreign used,95800.0
Abuja,Toyota,Venza AWD,2012,Gray,7.7,foreign used,72366.0
Abuja,Honda,CR-V EX 4dr SUV (2.4L 4cyl 5A),2012,Black,3.9,nigerian used,112366.0
Lagos,Lexus,RX 350,2010,Black,9.2,foreign used,72366.0
Lagos,Lexus,GX 460 Premium,2012,Silver,15.0,foreign used,135285.0
Lagos,Mercedes-Benz,M Class ML350 AWD 4MATIC,2009,Silver,3.94,nigerian used,175241.0
Abuja,Mercedes-Benz,E550,2011,Gray,6.5,nigerian used,112366.0
Lagos,Toyota,Corolla 1.8 CE,2008,Blue,2.25,nigerian used,113313.0
Lagos,Toyota,Camry,2014,Green,5.35,foreign used,64898.0
Lagos,Toyota,RAV4 3.5 Limited 4x4,2010,White,5.9,foreign used,75000.0
Lagos,Mercedes-Benz,GLK-Class,2015,White,13.7,foreign used,72366.0
Lagos,Ford,Edge,2007,Black,3.26,foreign used,142291.0
Lagos,Toyota,Tacoma Double Cab V6 4WD,2004,Black,5.1,foreign used,85412.0
Lagos,Toyota,Camry,2007,Black,3.35,foreign used,72366.0
Abuja,Mercedes-Benz,GLK-Class,2015,White,11.0,foreign used,72366.0
Abuja,Toyota,Venza AWD,2010,Gray,7.0,foreign used,72366.0
Lagos,Lexus,LX 570 (5 Seats) AWD,2016,Gray,42.0,foreign used,27000.0
Abuja,Toyota,Hilux,2014,Black,8.55,nigerian used,112366.0
Lagos,Toyota,4-Runner Limited 4WD,2012,Red,12.0,foreign used,89000.0
Abuja,Toyota,Land Cruiser 5.7 V8 VX-S,2020,Black,50.0,brand new,115.0
Abuja,Kia,Sportage,2012,Silver,3.3,nigerian used,72458.0
Lagos,Renault,Duster,2005,Silver,1.46,nigerian used,70206.0
Lagos,Toyota,Corolla Sedan,2004,Gray,1.78,nigerian used,112366.0
Abuja,Toyota,Camry 2.4 XLE,2008,Silver,2.81,nigerian used,200286.0
Lagos,Lexus,RX 350,2010,Red,9.3,foreign used,168000.0
Abuja,Toyota,Highlander Limited V6,2006,Red,3.75,foreign used,75000.0
Abuja,Honda,Pilot EX-L 4x4 (3.5L 6cyl 5A),2007,Gray,1.6,nigerian used,95680.0
Lagos,Lexus,GX 460 Premium,2013,Black,21.0,foreign used,72366.0
Abuja,Honda,Accord,2021,Gray,19.0,foreign used,72366.0
Ibadan,Toyota,Hilux,2000,White,2.89,nigerian used,221890.0
Lagos,Toyota,Camry,2013,Black,4.8,foreign used,121331.0
Lagos,Lexus,GX 460 Base,2018,Gray,27.0,foreign used,21000.0
Abuja,Toyota,RAV4 Limited,2009,Red,4.5,foreign used,72366.0
Lagos,Acura,TL Automatic Tech Package,2009,Black,5.5,foreign used,72366.0
Abuja,BMW,X3,2008,Gray,2.05,nigerian used,118921.0
Abuja,Mercedes-Benz,E430,2017,White,31.8,foreign used,30000.0
Lagos,Toyota,Sequoia,2004,Black,3.1,foreign used,74690.0
Abuja,Mercedes-Benz,GLK-Class 350 4MATIC,2013,Gray,12.2,foreign used,52325.0
Abuja,Toyota,Camry,2020,Black,20.17,foreign used,16986.0
Lagos,Lexus,IS 250,2008,Silver,4.3,foreign used,78484.0
Ibadan,Toyota,Sienna LE AWD,2009,White,4.3,foreign used,185673.0
Abuja,Mercedes-Benz,M Class,2007,Black,2.25,nigerian used,109761.0
Abuja,Toyota,Camry,2014,Silver,5.7,foreign used,48000.0
Lagos,Lexus,IS,2010,Gray,5.3,foreign used,68756.0
Abuja,Toyota,Camry,2013,Red,5.7,foreign used,57187.0
Ibadan,Toyota,Camry,2012,Red,4.8,foreign used,72366.0
Abuja,Land Rover,Range Rover Evoque,2013,White,7.65,foreign used,57421.0
Abuja,Lexus,GS 300 Automatic,2007,Gray,3.25,nigerian used,86502.0
Abuja,Mercedes-Benz,S-Class,2008,Gray,6.0,foreign used,321321.0
Lagos,Lexus,ES 350,2008,Blue,4.7,foreign used,84796.0
Abuja,Toyota,Camry,2002,Green,1.52,nigerian used,267228.0
Abuja,Toyota,Corolla,2017,Beige,8.0,foreign used,76994.0
Lagos,Lexus,GX 470 Sport Utility,2006,Blue,6.5,foreign used,55000.0
Abuja,Hyundai,Santa Fe,2007,Silver,4.0,foreign used,53211.0
Abuja,Toyota,Sienna XLE Limited,2005,Green,2.45,nigerian used,112366.0
Lagos,Lexus,ES 350,2011,Black,5.65,foreign used,102010.0
Lagos,Mercedes-Benz,GL Class,2015,Blue,15.5,foreign used,32410.0
Lagos,Lexus,ES 300H FWD,2016,Blue,15.2,foreign used,42000.0
Lagos,Mercedes-Benz,M Class ML 350 4Matic,2012,White,12.5,foreign used,45000.0
Lagos,Toyota,Tundra,2008,White,4.5,nigerian used,309482.0
Lagos,Toyota,Tacoma,2008,Black,8.0,foreign used,57000.0
Lagos,Acura,MDX SUV 4dr AWD (3.7 6cyl 5A),2008,Gold,4.3,foreign used,72366.0
Lagos,Toyota,Camry Automatic,1999,Red,0.84,nigerian used,274238.0
Lagos,Lexus,ES 350,2010,Gray,5.7,foreign used,72366.0
Lagos,Lexus,RX,2011,Gray,9.5,foreign used,72222.0
Ibadan,Toyota,Matrix,2003,Silver,1.69,nigerian used,140360.0
Lagos,Toyota,Avensis,2012,Silver,3.93,foreign used,112978.0
Ibadan,Toyota,Venza,2011,White,7.3,foreign used,136000.0
Lagos,Mercedes-Benz,GLA 250,2016,White,16.0,foreign used,52184.0
Abuja,Lexus,RX 350 AWD,2009,Silver,7.7,nigerian used,112366.0
Lagos,Mercedes-Benz,GL Class 450,2016,White,35.0,foreign used,72366.0
Abuja,Toyota,Avalon,2013,Black,7.4,foreign used,65420.0
Abuja,Lexus,IS,2007,Black,3.15,foreign used,213374.0
Lagos,Mercedes-Benz,E350,2011,Black,6.08,nigerian used,193201.0
Lagos,Hyundai,Sonata,2013,Gray,4.0,foreign used,123424.0
Abuja,BMW,X5,2016,Black,22.0,foreign used,72366.0
Ibadan,Toyota,Corolla Verso 1.8 VVT-i Luna,2004,Blue,3.5,foreign used,166980.0
Abuja,Toyota,Camry XSE V6 FWD,2020,Black,19.5,foreign used,123000.0
Abuja,Mercedes-Benz,CLS,2014,Black,14.5,foreign used,52352.0
Lagos,Lexus,RX 350L Luxury AWD,2018,White,21.5,foreign used,1900.0
Lagos,Mercedes-Benz,C300,2008,Gray,4.65,foreign used,62580.0
Lagos,Mercedes-Benz,M Class ML 350 4Matic,2008,White,5.6,foreign used,66428.0
Abuja,Land Rover,Range Rover Evoque,2015,Brown,11.5,foreign used,29560.0
Abuja,Mercedes-Benz,GL Class,2015,Black,10.0,foreign used,72366.0
Ibadan,Lexus,ES 350,2011,Silver,5.7,foreign used,112000.0
Ibadan,Honda,Accord Sedan EX,2004,Gray,0.89,nigerian used,108933.0
Abuja,Lexus,IS,2008,Blue,4.2,nigerian used,95767.0
Abuja,Toyota,Camry 2.4 LE,2008,Red,2.58,nigerian used,112366.0
Abuja,Lexus,RX 350 FWD,2015,Gray,9.0,nigerian used,85000.0
Lagos,Acura,MDX,2014,Gray,11.5,foreign used,1.0
Lagos,Lexus,RX 350 F SPORT AWD,2013,Red,11.7,foreign used,72366.0
Ibadan,Toyota,RAV4 4x4,2007,Red,2.9,nigerian used,188639.0
Lagos,Toyota,Allion,2014,Black,8.2,foreign used,65200.0
Abuja,Toyota,Land Cruiser Prado 4 V6 Dual VVT-i,2016,Gray,17.5,foreign used,32000.0
Ibadan,Toyota,Corolla CE,2007,Blue,3.1,foreign used,106000.0
Lagos,Toyota,Tacoma Double Cab V6 Automatic,2010,Gold,8.0,foreign used,72366.0
Lagos,Toyota,RAV4,2006,Gold,3.15,nigerian used,102336.0
Lagos,Lexus,RX 350,2010,Silver,8.65,foreign used,72366.0
Abuja,Honda,Accord Crosstour EX-L AWD,2010,Black,2.7,nigerian used,90865.0
Abuja,Toyota,Hilux,2013,White,7.0,nigerian used,170245.0
Lagos,Lexus,IS 250,2008,Silver,4.5,foreign used,78001.0
Ibadan,Toyota,Land Cruiser Prado 2.7 i 16V,2008,Black,9.0,nigerian used,166373.0
Lagos,Mercedes-Benz,GLE-Class,2016,Gray,19.6,foreign used,72366.0
Lagos,Toyota,Highlander LE 4dr SUV (2.7L 4cyl 6A),2015,Black,13.5,nigerian used,37591.0
Lagos,Toyota,4-Runner,2014,Silver,14.5,foreign used,89000.0
Abuja,Honda,Accord,2019,Gray,14.5,foreign used,41254.0
Abuja,Mercedes-Benz,M Class,2014,Gray,13.7,foreign used,72366.0
Abuja,Lexus,RX,2005,Gray,3.3,nigerian used,112366.0
Ibadan,Hyundai,Elantra 1.6 GLS,2008,Blue,2.45,foreign used,72366.0
Abuja,Nissan,Sentra,2014,White,4.16,foreign used,128489.0
Lagos,Mitsubishi,L200 Double Cab 2.5 136hp,2010,White,1.35,nigerian used,112366.0
Abuja,Lexus,RX 330,2005,Black,3.55,nigerian used,112366.0
Lagos,Lexus,GX 460,2010,Gray,14.7,foreign used,75000.0
Abuja,Mercedes-Benz,S-Class,2021,Black,275.0,brand new,521.0
Abuja,Mercedes-Benz,C300,2012,White,6.0,foreign used,72366.0
Lagos,Mercedes-Benz,E350,2010,White,5.29,nigerian used,112366.0
Lagos,Lexus,ES,2008,Silver,4.3,foreign used,64845.0
Abuja,Hyundai,Sonata,2011,Gray,2.3,nigerian used,128745.0
Lagos,Toyota,Camry,2014,Silver,4.73,foreign used,119965.0
Lagos,Mercedes-Benz,GLK-Class 350 4MATIC,2013,Gray,9.3,foreign used,71815.0
Ibadan,Mercedes-Benz,C300,2002,Green,1.4,nigerian used,112366.0
Abuja,Toyota,Camry,2010,Red,4.7,foreign used,128000.0
Ibadan,Nissan,Pathfinder Platinum 4x4,2013,Silver,7.1,foreign used,102000.0
Abuja,Toyota,Avalon,2015,Black,8.0,foreign used,72366.0
Lagos,Lexus,ES 350 FWD,2015,Black,9.8,foreign used,72366.0
Lagos,Mercedes-Benz,GLK-Class 350 4MATIC,2013,Red,11.5,foreign used,72366.0
Lagos,Toyota,4-Runner Limited,2008,Gold,5.5,foreign used,72366.0
Abuja,Lexus,ES 350,2011,Black,5.35,nigerian used,112366.0
